9.085852967944177294e+00,8.305075779617531850e+00,1.000000000000000000e+00
8.996685286416182592e+00,8.266273233666993292e+00,1.000000000000000000e+00
8.913879087461097583e+00,8.225281857082535453e+00,1.000000000000000000e+00
8.835844375038073295e+00,8.184603772794444509e+00,1.000000000000000000e+00
8.761501912958506111e+00,8.146123484396795789e+00,1.000000000000000000e+00
8.690217593021078102e+00,8.111170105371719785e+00,1.000000000000000000e+00
8.621736803146815120e+00,8.080579588313682393e+00,1.000000000000000000e+00
8.556118795514143116e+00,8.054756954153745596e+00,1.000000000000000000e+00
8.493671054693937350e+00,8.033738521383845921e+00,1.000000000000000000e+00
8.434883665784580487e+00,8.017254135281064009e+00,1.000000000000000000e+00
8.155660589636408275e+00,7.938003389838436341e+00,1.000000000000000000e+00
8.155661521590163332e+00,7.937991089331445593e+00,1.000000000000000000e+00
8.156524765118144060e+00,7.836591115891980763e+00,1.000000000000000000e+00
8.151739928134896118e+00,7.727894260013787431e+00,1.000000000000000000e+00
8.144782000002818378e+00,7.607376400482835699e+00,1.000000000000000000e+00
8.138264610028270951e+00,7.472723641309942266e+00,1.000000000000000000e+00
8.134029737555986017e+00,7.323538252306449614e+00,1.000000000000000000e+00
8.133237422063455568e+00,7.161044609659901639e+00,1.000000000000000000e+00
8.136455473255331583e+00,6.987795136509719285e+00,1.000000000000000000e+00
8.143749181157827977e+00,6.807376243522872628e+00,1.000000000000000000e+00
8.154771026213119001e+00,6.624114269469563610e+00,1.000000000000000000e+00
8.168850389373732312e+00,6.442781421798895458e+00,1.000000000000000000e+00
8.185083262196949150e+00,6.268301717214550095e+00,1.000000000000000000e+00
8.202421956939209835e+00,6.105456922250466434e+00,1.000000000000000000e+00
8.219764816650497963e+00,5.958592493846512461e+00,1.000000000000000000e+00
8.236045925268751233e+00,5.831323519924163534e+00,1.000000000000000000e+00
8.278854800219036747e+00,5.515529672859055488e+00,1.000000000000000000e+00
8.278855201659919061e+00,5.515521580325726703e+00,1.000000000000000000e+00
8.243499508560805822e+00,5.421273330042806649e+00,1.000000000000000000e+00
8.201394317665597455e+00,5.325647949698405270e+00,1.000000000000000000e+00
8.154905232598949283e+00,5.225409484263887627e+00,1.000000000000000000e+00
8.106076262581556335e+00,5.118768910835242103e+00,1.000000000000000000e+00
8.056647112771837982e+00,5.005193528635268230e+00,1.000000000000000000e+00
8.008070474607585254e+00,4.885216349015767179e+00,1.000000000000000000e+00
7.961529316147640145e+00,4.760245485459734027e+00,1.000000000000000000e+00
7.917954172413551817e+00,4.632373543583545583e+00,1.000000000000000000e+00
7.878040435731244351e+00,4.504187011139153540e+00,1.000000000000000000e+00
7.842265646072684504e+00,4.378575648016269639e+00,1.000000000000000000e+00
7.810906781397545018e+00,4.258541876244564151e+00,1.000000000000000000e+00
7.784057547994866155e+00,4.147010169995847484e+00,1.000000000000000000e+00
7.761645670824729670e+00,4.046636445586266007e+00,1.000000000000000000e+00
7.696069460558504716e+00,3.735081868093461654e+00,1.000000000000000000e+00
7.696069459199237350e+00,3.735081864542766361e+00,1.000000000000000000e+00
7.436964289447317356e+00,3.525185157813914394e+00,1.000000000000000000e+00
7.342118045073341648e+00,3.495981870135981939e+00,1.000000000000000000e+00
7.248693210121762931e+00,3.473576908166740029e+00,1.000000000000000000e+00
7.159992397922209761e+00,3.455663848657147597e+00,1.000000000000000000e+00
7.078440605535504915e+00,3.440442700955479438e+00,1.000000000000000000e+00
7.005673948145446417e+00,3.426568662782659924e+00,1.000000000000000000e+00
6.942628393450586799e+00,3.413100876007591822e+00,1.000000000000000000e+00
6.698773575795415880e+00,3.262654259737820528e+00,1.000000000000000000e+00
6.603351580513364461e+00,3.237354034001524106e+00,1.000000000000000000e+00
6.512356141359755490e+00,3.207304719918608438e+00,1.000000000000000000e+00
6.425818900500464004e+00,3.175890256062797956e+00,1.000000000000000000e+00
6.343836004469361356e+00,3.145681880488090609e+00,1.000000000000000000e+00
6.266551486311829677e+00,3.118520199498950429e+00,1.000000000000000000e+00
6.194140647728268334e+00,3.095597256420498766e+00,1.000000000000000000e+00
6.126793441217603942e+00,3.077538600368709965e+00,1.000000000000000000e+00
6.064697852220803043e+00,3.064485355020601265e+00,1.000000000000000000e+00
5.722331819585956048e+00,3.046873128193411606e+00,1.000000000000000000e+00
5.644735927433860212e+00,2.985844317967050188e+00,1.000000000000000000e+00
5.566723920883607235e+00,2.932021241292286806e+00,1.000000000000000000e+00
5.491950607290008612e+00,2.884192922155718097e+00,1.000000000000000000e+00
5.423113913098589478e+00,2.841374085865232324e+00,1.000000000000000000e+00
5.362052563221552326e+00,2.802781669396161579e+00,1.000000000000000000e+00
5.136165664763414185e+00,2.544212951589734040e+00,1.000000000000000000e+00
5.133282438485504251e+00,2.543176298499680854e+00,1.000000000000000000e+00
5.037827574215884674e+00,2.513607393807324453e+00,1.000000000000000000e+00
4.941241461113483169e+00,2.490017806627906616e+00,1.000000000000000000e+00
4.845473744419544815e+00,2.469662763250676019e+00,1.000000000000000000e+00
4.752185208457247789e+00,2.450488651650330141e+00,1.000000000000000000e+00
4.662761672596855256e+00,2.431058693936248183e+00,1.000000000000000000e+00
4.578327887220863701e+00,2.410478618801730200e+00,1.000000000000000000e+00
4.499761429689153047e+00,2.388322333973226463e+00,1.000000000000000000e+00
4.427706600304134099e+00,2.364557598659577931e+00,1.000000000000000000e+00
4.362588318275898658e+00,2.339471696001246048e+00,1.000000000000000000e+00
4.304626017687369632e+00,2.313597105519550556e+00,1.000000000000000000e+00
4.047755345531180105e+00,2.155130520789339865e+00,1.000000000000000000e+00
4.027280403073019599e+00,2.147854671727332576e+00,1.000000000000000000e+00
3.996596247835232596e+00,2.139722423534468287e+00,1.000000000000000000e+00
3.903362751400643482e+00,2.115012669362683173e+00,1.000000000000000000e+00
3.812177781325075010e+00,2.090845837903029913e+00,1.000000000000000000e+00
3.717523212633199403e+00,2.065759455722206095e+00,1.000000000000000000e+00
3.615937694302281180e+00,2.038836157965895790e+00,1.000000000000000000e+00
3.505759552518100897e+00,2.009635549786396247e+00,1.000000000000000000e+00
3.386869693930881997e+00,1.978126067770246133e+00,1.000000000000000000e+00
3.260434508911217666e+00,1.944616841365850446e+00,1.000000000000000000e+00
3.128648774805995902e+00,1.909689554311107207e+00,1.000000000000000000e+00
2.994478559194327705e+00,1.874130306061035478e+00,1.000000000000000000e+00
2.861404123143469036e+00,1.838861473215400277e+00,1.000000000000000000e+00
2.733162824464752561e+00,1.804873570946340600e+00,1.000000000000000000e+00
2.613492020969510055e+00,1.773157114425994774e+00,1.000000000000000000e+00
2.505871973724997925e+00,1.744634480254128261e+00,1.000000000000000000e+00
2.209525735665891055e+00,1.666093580553865916e+00,1.000000000000000000e+00
2.209525735665891055e+00,1.666093580553865916e+00,1.000000000000000000e+00
